Id;Kód MU;Zahájení;Název projektu;Řešitel (MU);UČO;Ukončení;Role MU;Investor/Program/Podprogram;HS/součást MU;Pracoviště HS/součásti;Další HS/součást MU;Finance pro MU;- měna;Apl. výzkum;Anotace;Příslušné pracoviště MU
33999;16-29835A;1.4.2016;Molecular-genetic markers for prediction of radiotherapy response in head and neck cancer;prof. RNDr. Michal Masařík, Ph.D.;21142;31.12.2019;Partner;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Ústav patologické fyziologie;;6 164 000;Kč;Ano;The project proposal builds on the results of previous specific research projects for 2014 and 2015. The main aim of the current project is to study the blood-brain barrier in the plexus choroideus lateral and third ventricle after pharmacologically induced peripheral neuropathy by administration of the chemotherapeutic drug paclitaxel from the class of taxanes.   Taxane;Odbor výzkumu (OV)
33996;16-29937A;1.4.2016;Comprehensive analysis of human rotavirus infections in the Czech Republic, including atypical and emergent strains towards the development of new detection methods;Ing. Veronika Holá, Ph.D.;77354;31.12.2019;Partner;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Mikrobiologický ústav;;3 089 000;Kč;Ano;administration causes disturbances in calcium homeostasis and mitochondrial damage in peripheral nerve axons. In experimental laboratory rat models, it has been shown that after intravenous administration of paclitaxel, pharmacologically induced peripheral neuropathy occurs, manifested by the triggering of an inflammatory response in the spinal ganglia, spinal cord and other structures of the central nervous system. Similar changes occur with chronic nerve injury, which also induces satellite glial cell activation, invasion of activated macrophages, microglia proliferation and expression of pro-inflammatory cytokines and their receptors. The spread of the inflammatory response to the various stages of the central nervous system may be via the blood and/or the liquor. Our earlier experiments demonstrated the penetration of labeled dextran from blood and liquor into the spinal ganglion, demonstrating the permeability of the blood-nerve and liquor-nerve barriers to cytokine-sized molecules. We also found that peripheral nerve injury induces cellular changes and increased permeability of the blood-liquor barrier.   ;Odbor výzkumu (OV)
34000;16-30537A;1.4.2016;Circulating microRNAs as non-invasive markers of graft rejection in patients after heart transplantation;prof. MUDr. Julie Dobrovolná, Ph.D.;4805;31.12.2020;Partner;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Ústav patologické fyziologie;;6 774 000;Kč;Ano;We hypothesize that taxanes may exert toxic effects directly on plexus choroideus cells or indirectly by releasing signaling molecules from chemotherapeutically damaged nerves into the bloodstream. These signaling molecules may subsequently induce inflammatory reactions in the plexus choroideus and thus alter the blood-lymphatic barrier. The presumed direct or indirect changes in the plexus choroideus induced by paclitaxel administration may lead to increased chemotaxis of immune cells.;Odbor výzkumu (OV)
34003;16-30571A;1.4.2016;"Clinical significance and electrophysiological evaluation of the c.926C>T mutation of the KCNQ1 gene (p.T309I) as a possible ""founder mutation"" of long QT interval syndrome";doc. MUDr. Markéta Bébarová, Ph.D.;15000;31.12.2020;Partner;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Fyziologický ústav;;4 269 000;Kč;Ano;Experiments will be performed in 35 rats of the Wistar;Odbor výzkumu (OV)
34264;16-31028A;1.4.2016;Efficacy of new spectroscopic biomarkers for detection of early stage pancreatic cancer;RNDr. Ondřej Májek, Ph.D.;150629;31.12.2020;Partner;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Inst.biostatistiky a analýz;;1 365 000;Kč;Ano; line. A cumulative dose of 36 mg/kg paclitaxel will be achieved by intravenous administration in two doses. At 10 days after the first dose, the brain will be harvested together with the brain stem. On coronal cryostat sections of the brain, TLR3, 9, activated (ED1) and resident (ED2) macrophages and dendritic cells (OX42) will be detected immunohistochemically in the plexus choroideus. Cell junctions will be visualized with an antibody against occludin-1. The obtained slides will be evaluated by confocal and fluorescence microscopy.;Odbor výzkumu (OV)
34001;16-31457A;1.4.2016;Neurobiological mechanisms of functional neurological disorders;prof. MUDr. Martin Bareš, Ph.D.;2002;31.12.2019;Příjemce-koordinátor;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;I. neurologická klinika;;7 485 000;Kč;Ano;The aim of this study is the biopsy determination of inflammatory infiltration in the myocardium of patients with new-onset dilated cardiomyopathy. At the same time, the viral presence in the myocardium of these patients is also evaluated.;Odbor výzkumu (OV)
33998;16-31501A;1.4.2016;Epithelial tissue engineering: cells and protocols for regenerative medicine;doc. MVDr. Aleš Hampl, CSc.;47170;31.12.2019;Příjemce;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Ústav histologie a embryologie;;19 749 000;Kč;Ano; The evolution of echocardiographic parameters will be compared in groups of patients with and without evidence of inflammation in the myocardium and also in groups with and without viral presence in the myocardium.;Odbor výzkumu (OV)
33997;16-31593A;1.4.2016;Polymicrobial biofilm as a complex microbiome in the treatment of nosocomial infections;Ing. Veronika Holá, Ph.D.;77354;31.03.2020;Příjemce-koordinátor;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Mikrobiologický ústav;;3 677 000;Kč;Ano;The research of the teams working at the Institute of Pharmacology has long focused on preclinical and applied research of drugs and innovative pharmacological procedures. To this end, we use several approaches, namely: i) validation and refinement of knowledge on the mechanisms of action of psychopharmaceuticals and identification of their adverse effects (pharmacodynamic approach), ii) study of pharmacokinetic interactions of natural compounds with potential therapeutic applications and involvement of endocannabinoid regulation in biotransformation processes iii) study of the efficacy of pharmacological influence on epigenetic mechanisms in cancer (molecular-pharmacological approach).;Odbor výzkumu (OV)
34065;16-32743A;1.4.2016;Predictive stratification of CLL patients for therapy involving monoclonal antibodies targeting CD20;doc. Mgr. Martin Trbušek, Dr.;133123;31.12.2019;Příjemce;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Interní hematol.a onkol.klinika;;7 754 000;Kč;Ano; Pharmacodynamic studies are mainly focused on the identification of new psychopharmaceuticals with antidepressant, anxiolytic and antipsychotic potential. The;Odbor výzkumu (OV)
34002;16-33209A;1.4.2016;Next-generation sequencing and expression profiling as a diagnostic basis for designing individualized treatment plans for children with solid tumors;prof. MUDr. Jaroslav Štěrba, Ph.D.;348;31.12.2019;Příjemce-koordinátor;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Klinika dětské onkologie;;11 097 000;Kč;Ano;group of drugs under study includes, among others, ketamine as a potential fast-acting antidepressant. A promising source for the development of new antipsychotics is the endocannabinoid system in the brain, which influences other neurotransmitter systems, e.g. dopaminergic, serotonergic, glutamatergic. Adverse effects studied include mainly the effect of antipsychotics, but also schizophrenia-like phenotypes (animal models), on the development of metabolic syndrome and adipokine levels.;Odbor výzkumu (OV)
34064;16-34083A;1.4.2016;Receptor tyrosine kinases and downstream signaling pathways as potential targets for the treatment of refractory solid tumors of childhood;prof. MUDr. Jaroslav Štěrba, Ph.D.;348;31.12.2019;Příjemce-koordinátor;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Klinika dětské onkologie;;11 383 000;Kč;Ano;Pharmacokinetic studies have focused on the activity of one of the most important biotransformation enzyme systems, cytochrome P450 (CYP). The activity of this enzyme system is not constant and can be altered by various endo- and exogenous factors, leading to possible changes in the efficacy of drugs metabolised by this system. In terms of possible drug interactions, the influence of selected natural substances with proven psychotropic effects on CYP will be studied, as well as changes in CYP activity induced by changes in the activity of the endocannabinoid system.;Odbor výzkumu (OV)
